date,close
24,882.10
25,727.24
26,815.85
27,924.27
28,1056.18
29,1140.19
30,1306.12
31,1490.14
32,1618.12
33,1799.88
34,1968.85
35,2114.14
36,2238.34
37,2190.04
38,2219.94
39,2244.73
40,2302.43
41,2237.00
42,2121.60
43,1680.00
